Incident ID,Date,State,City,Attack,Severity,Sector,Financial Loss,Affected Users,Source,Status
CR02248,16-05-2024,Puducherry,Puducherry,Data Breach,Critical,Healthcare,969358,24608,News,Open
CR02249,11-08-2025,Karnataka,Mysuru,Online Fraud,High,Corporate,2096786,39976,CERT-In,Resolved
CR02250,30-10-2024,Gujarat,Surat,Identity Theft,Low,Government,418014,22593,Organization,Resolved
CR02251,07-07-2025,Jharkhand,Ranchi,Data Breach,Low,IT,3768871,13516,Organization,Resolved
CR02252,30-09-2024,Punjab,Ludhiana,Identity Theft,Medium,E-commerce,3959716,1846,News,Investigating
CR02253,20-06-2025,Maharashtra,Pune,Phishing,High,Government,2922428,23252,News,Resolved
CR02254,02-12-2024,Arunachal Pradesh,Itanagar,Phishing,Low,Personal,371997,43559,CERT-In,Resolved
CR02255,12-11-2024,Telangana,Hyderabad,Data Breach,Low,E-commerce,4901768,21877,CERT-In,Resolved
CR02256,22-03-2026,Jammu and Kashmir,Jammu,Phishing,Medium,Personal,1660662,37493,User Report,Resolved
CR02257,12-06-2026,Kerala,Kozhikode,Phishing,Low,Corporate,2431994,17586,CERT-In,Resolved
CR02258,12-08-2024,Nagaland,Kohima,Ransomware,Critical,Banking,1645259,33909,News,Resolved
CR02259,08-02-2026,Lakshadweep,Kavaratti,Malware,Low,Banking,628689,3772,User Report,Investigating
CR02260,21-07-2026,Delhi,New Delhi,Online Fraud,High,Healthcare,3187171,28959,News,Investigating
CR02261,20-02-2024,Bihar,Muzaffarpur,Malware,Critical,Banking,1028083,15587,News,Investigating
CR02262,13-06-2024,Rajasthan,Jodhpur,Phishing,Low,Education,1041692,45872,News,Open
CR02263,03-09-2025,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Phishing,High,E-commerce,2438805,42251,User Report,Resolved
CR02264,08-12-2024,Nagaland,Dimapur,Malware,High,Government,4484195,22447,Organization,Resolved
CR02265,19-01-2024,Uttarakhand,Haridwar,DDoS,High,Personal,2508204,26430,News,Resolved
CR02266,04-07-2024,Chhattisgarh,Raipur,Identity Theft,Low,E-commerce,3947232,17812,News,Open
CR02267,01-06-2024,Ladakh,Leh,Online Fraud,High,E-commerce,564427,25519,CERT-In,Investigating
CR02268,01-09-2025,Assam,Guwahati,Online Fraud,Low,IT,1882805,45344,CERT-In,Open
CR02269,15-03-2026,Punjab,Ludhiana,Ransomware,Critical,IT,476649,31462,Organization,Investigating
CR02270,30-12-2025,Tamil Nadu,Coimbatore,Malware,Critical,E-commerce,182873,23647,CERT-In,Investigating
CR02271,29-04-2025,Assam,Guwahati,DDoS,High,Corporate,3492547,21983,User Report,Investigating
CR02272,04-06-2024,Tripura,Agartala,DDoS,Medium,Education,2063749,33516,CERT-In,Open
CR02273,23-09-2024,Jammu and Kashmir,Srinagar,Data Breach,Critical,Government,133426,15370,News,Resolved
CR02274,07-01-2025,West Bengal,Siliguri,Online Fraud,Low,Government,704051,41420,User Report,Open
CR02275,27-07-2024,Meghalaya,Shillong,Identity Theft,Medium,Banking,352521,34921,Organization,Resolved
CR02276,12-01-2025,Nagaland,Dimapur,Identity Theft,Low,E-commerce,3221054,3512,News,Investigating
CR02277,15-03-2024,Haryana,Faridabad,Online Fraud,Critical,IT,2648998,44325,News,Resolved
CR02278,02-11-2024,Haryana,Faridabad,Data Breach,High,IT,4344219,47907,User Report,Open
CR02279,04-05-2024,Bihar,Muzaffarpur,DDoS,Low,Banking,1956544,7265,News,Open
CR02280,20-02-2026,Assam,Dibrugarh,Phishing,High,E-commerce,979746,8309,User Report,Open
CR02281,22-02-2026,Puducherry,Puducherry,Malware,Medium,Education,1280874,32990,User Report,Open
CR02282,17-12-2025,Arunachal Pradesh,Itanagar,Identity Theft,High,Education,1254530,33523,Organization,Resolved
CR02283,17-11-2025,Andhra Pradesh,Visakhapatnam,Identity Theft,Critical,Education,1616132,31975,News,Resolved
CR02284,03-09-2025,Assam,Dibrugarh,Malware,Medium,Government,1919857,28450,Organization,Investigating
CR02285,14-02-2026,Puducherry,Puducherry,Identity Theft,High,Government,1344689,49851,Organization,Resolved
CR02286,12-04-2024,Meghalaya,Shillong,Phishing,Medium,Government,873716,42406,CERT-In,Open
CR02287,10-03-2024,Kerala,Kozhikode,DDoS,Medium,E-commerce,3291227,39693,CERT-In,Open
CR02288,19-03-2025,Jharkhand,Jamshedpur,Phishing,Low,Personal,1797896,32311,User Report,Open
CR02289,01-07-2026,Madhya Pradesh,Gwalior,Online Fraud,Critical,Personal,2971486,8782,CERT-In,Open
CR02290,27-12-2024,Tamil Nadu,Chennai,DDoS,High,IT,3452716,13694,News,Resolved
CR02291,10-02-2026,Haryana,Panipat,Ransomware,Critical,IT,786560,12226,User Report,Open
CR02292,22-01-2024,Andaman and Nicobar Islands,Port Blair,Phishing,Low,Personal,3955283,38204,News,Resolved
CR02293,03-09-2025,Arunachal Pradesh,Naharlagun,Identity Theft,Critical,Education,589832,45293,Organization,Open
CR02294,07-04-2024,Jharkhand,Jamshedpur,Data Breach,High,Corporate,1535508,5299,CERT-In,Open
CR02295,13-10-2025,West Bengal,Durgapur,Phishing,Critical,Banking,3577652,23028,News,Investigating
CR02296,24-07-2025,Himachal Pradesh,Dharamshala,Ransomware,High,Education,2168487,890,Organization,Open
CR02297,04-02-2026,Bihar,Gaya,Phishing,Low,IT,4803123,26410,User Report,Open
CR02298,01-09-2025,Manipur,Imphal,Online Fraud,Medium,Banking,3530921,7606,News,Investigating
CR02299,04-11-2025,Telangana,Warangal,Data Breach,Critical,E-commerce,2389268,19456,CERT-In,Investigating
CR02300,13-12-2025,Karnataka,Bengaluru,Ransomware,Low,Banking,1748642,9603,Organization,Resolved
CR02301,11-11-2025,Delhi,New Delhi,Data Breach,High,IT,3987499,38885,User Report,Open
CR02302,20-05-2026,Ladakh,Leh,Phishing,Medium,IT,4798397,17592,Organization,Investigating
CR02303,31-05-2026,Uttarakhand,Dehradun,Ransomware,Medium,Personal,3583813,47224,CERT-In,Resolved
CR02304,24-11-2024,Jharkhand,Ranchi,Identity Theft,Low,Banking,1977599,19659,User Report,Resolved
CR02305,23-01-2025,Uttar Pradesh,Kanpur,Data Breach,Low,Banking,3329383,19728,Organization,Investigating
CR02306,27-06-2025,Delhi,New Delhi,Online Fraud,Critical,Healthcare,1701603,43359,User Report,Open
CR02307,15-11-2024,Karnataka,Mangaluru,Ransomware,Critical,Personal,4693849,38636,User Report,Resolved
CR02308,14-04-2025,Bihar,Gaya,Malware,High,Healthcare,1649771,705,User Report,Open
CR02309,17-11-2024,Tamil Nadu,Coimbatore,Identity Theft,Critical,Corporate,1265760,18406,CERT-In,Investigating
CR02310,20-07-2025,Mizoram,Aizawl,Identity Theft,High,Healthcare,3225671,22263,User Report,Open
CR02311,03-10-2025,Chandigarh,Chandigarh,Phishing,Low,Government,2958827,3186,Organization,Resolved
CR02312,10-06-2026,Chhattisgarh,Raipur,Data Breach,High,E-commerce,4140467,47532,Organization,Resolved
CR02313,08-12-2025,Nagaland,Kohima,Ransomware,Low,Healthcare,3956563,1890,CERT-In,Open
CR02314,10-09-2024,Puducherry,Puducherry,DDoS,High,IT,4665076,47441,Organization,Open
CR02315,29-08-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Ransomware,High,E-commerce,3514271,36867,Organization,Resolved
CR02316,05-01-2025,Telangana,Warangal,Ransomware,Low,Healthcare,3358446,18659,Organization,Open
CR02317,12-03-2024,Andaman and Nicobar Islands,Port Blair,Online Fraud,Medium,E-commerce,232149,11615,News,Investigating
CR02318,11-05-2026,West Bengal,Durgapur,Online Fraud,Low,E-commerce,679668,8719,Organization,Resolved
CR02319,15-05-2024,Ladakh,Leh,Online Fraud,Medium,Banking,858039,15519,News,Resolved
CR02320,12-12-2024,Puducherry,Puducherry,DDoS,High,Banking,4836206,19475,CERT-In,Resolved
CR02321,10-06-2024,Haryana,Panipat,Ransomware,Critical,IT,362819,49337,Organization,Open
CR02322,23-03-2024,Ladakh,Leh,Identity Theft,Low,IT,1685943,20953,Organization,Open
CR02323,02-05-2024,Tripura,Agartala,DDoS,High,Corporate,4665805,5554,News,Resolved
CR02324,31-08-2025,Mizoram,Aizawl,Data Breach,High,Corporate,4699517,5214,CERT-In,Open
CR02325,16-04-2025,Rajasthan,Jaipur,Malware,High,Banking,3220721,3202,News,Resolved
CR02326,17-07-2025,Tripura,Agartala,Malware,Low,Personal,3168757,11688,CERT-In,Resolved
CR02327,24-08-2024,Kerala,Kozhikode,Malware,Critical,Banking,2387252,27573,Organization,Resolved
CR02328,16-09-2025,Bihar,Patna,Data Breach,Low,Healthcare,1401870,15062,User Report,Investigating
CR02329,17-07-2026,Odisha,Cuttack,Malware,Low,Healthcare,3668665,30390,News,Open
CR02330,25-11-2025,West Bengal,Siliguri,Data Breach,Critical,IT,2435632,44997,Organization,Investigating
CR02331,15-05-2026,Uttar Pradesh,Kanpur,Ransomware,Medium,Banking,1004657,6346,News,Investigating
CR02332,24-03-2024,Haryana,Gurugram,DDoS,Critical,Banking,2405850,11734,Organization,Resolved
CR02333,24-11-2024,Chandigarh,Chandigarh,Malware,Low,Education,3940502,18184,CERT-In,Investigating
CR02334,06-06-2024,Andaman and Nicobar Islands,Port Blair,Online Fraud,Critical,IT,4250496,29488,News,Investigating
CR02335,23-11-2025,Bihar,Muzaffarpur,Ransomware,Medium,Personal,827286,4561,CERT-In,Investigating
CR02336,12-05-2025,Uttarakhand,Dehradun,Identity Theft,Medium,IT,4490120,18791,User Report,Open
CR02337,08-06-2026,Andhra Pradesh,Visakhapatnam,Phishing,Low,E-commerce,3059694,34005,Organization,Open
CR02338,03-08-2024,Assam,Guwahati,Data Breach,High,IT,1778408,6324,Organization,Resolved
CR02339,27-10-2024,Bihar,Muzaffarpur,Ransomware,Critical,Personal,3873916,24591,User Report,Open
CR02340,11-04-2026,Karnataka,Mangaluru,DDoS,Medium,Healthcare,2800905,12748,Organization,Resolved
CR02341,13-11-2025,Tripura,Agartala,Malware,Low,Education,1159978,48241,News,Open
CR02342,02-10-2024,Odisha,Cuttack,Ransomware,Low,IT,2675686,28624,User Report,Investigating
CR02343,31-12-2024,Rajasthan,Jodhpur,DDoS,Medium,E-commerce,4205022,42805,News,Open
CR02344,22-04-2026,Rajasthan,Jodhpur,Phishing,Low,Banking,4531046,32871,News,Resolved
CR02345,01-09-2025,Karnataka,Bengaluru,Data Breach,Critical,Personal,1090006,3426,Organization,Resolved
CR02346,20-02-2024,Meghalaya,Shillong,Phishing,Medium,Corporate,428273,37489,User Report,Open
CR02347,26-01-2026,Tripura,Agartala,Data Breach,Critical,Healthcare,2226560,43723,User Report,Resolved
CR02348,03-04-2024,Karnataka,Mangaluru,Phishing,Medium,Banking,2296928,36520,User Report,Resolved
CR02349,19-09-2025,Mizoram,Aizawl,Online Fraud,Low,Personal,4877568,17217,Organization,Investigating
CR02350,22-07-2026,Tripura,Agartala,DDoS,Low,Government,1431221,43424,User Report,Investigating
CR02351,11-08-2025,Goa,Margao,Malware,High,Government,2499230,26405,User Report,Resolved
CR02352,03-06-2024,Kerala,Kochi,Online Fraud,Low,Education,2872597,47025,User Report,Open
CR02353,16-02-2025,Andaman and Nicobar Islands,Port Blair,Malware,Critical,IT,4415818,49995,News,Resolved
CR02354,05-10-2024,Arunachal Pradesh,Naharlagun,Ransomware,Medium,Education,4543467,781,Organization,Resolved
CR02355,18-03-2026,Nagaland,Kohima,Phishing,Medium,Banking,1104507,39550,Organization,Resolved
CR02356,16-03-2024,Chandigarh,Chandigarh,Ransomware,Critical,Corporate,154865,27832,Organization,Resolved
CR02357,21-01-2026,Jammu and Kashmir,Srinagar,Malware,Critical,Personal,579176,30232,CERT-In,Resolved
CR02358,23-07-2026,Uttar Pradesh,Lucknow,Malware,High,Education,128160,1940,User Report,Resolved
CR02359,27-06-2024,Mizoram,Aizawl,Malware,Low,Healthcare,1769286,44814,Organization,Resolved
CR02360,20-11-2025,Himachal Pradesh,Shimla,Ransomware,Critical,Healthcare,2272496,1516,CERT-In,Investigating
CR02361,26-03-2026,Uttar Pradesh,Lucknow,Malware,Medium,Corporate,3473380,14057,Organization,Resolved
CR02362,03-12-2024,Odisha,Bhubaneswar,Identity Theft,Low,Banking,2369003,14456,User Report,Resolved
CR02363,17-06-2026,Andhra Pradesh,Guntur,Ransomware,High,Education,2938350,17987,User Report,Investigating
CR02364,16-10-2025,Goa,Panaji,DDoS,High,Banking,1698179,47928,CERT-In,Resolved
CR02365,14-03-2024,Tamil Nadu,Madurai,Malware,High,Education,2394468,32208,CERT-In,Investigating
CR02366,06-07-2024,Puducherry,Puducherry,Phishing,High,Government,188394,18514,CERT-In,Resolved
CR02367,03-04-2024,Karnataka,Mysuru,Phishing,High,Banking,4755573,11537,News,Resolved
CR02368,07-05-2025,Assam,Guwahati,DDoS,Medium,Healthcare,1182025,24546,CERT-In,Resolved
CR02369,21-02-2025,Ladakh,Leh,Data Breach,Critical,IT,2382695,23950,News,Resolved
CR02370,24-10-2025,Delhi,New Delhi,Malware,Critical,E-commerce,537381,9339,Organization,Investigating
CR02371,15-04-2025,Odisha,Bhubaneswar,Ransomware,Critical,E-commerce,1483260,1926,CERT-In,Investigating
CR02372,27-03-2024,Andaman and Nicobar Islands,Port Blair,Identity Theft,Medium,Education,3596776,9109,User Report,Investigating
CR02373,30-06-2025,Assam,Guwahati,Ransomware,Medium,Banking,1883906,474,Organization,Investigating
CR02374,18-08-2024,Rajasthan,Jodhpur,Malware,High,Corporate,4424541,12000,CERT-In,Resolved
CR02375,24-04-2026,Arunachal Pradesh,Itanagar,Ransomware,Critical,Personal,1590708,37196,News,Open
CR02376,12-04-2026,Punjab,Amritsar,Ransomware,Medium,Government,1708391,13963,CERT-In,Open
CR02377,07-01-2024,Andaman and Nicobar Islands,Port Blair,Online Fraud,Low,IT,1285247,48910,CERT-In,Resolved
CR02378,18-03-2026,Uttarakhand,Haridwar,Phishing,High,Personal,1696857,10350,CERT-In,Open
CR02379,24-04-2025,Odisha,Cuttack,Data Breach,Medium,Banking,1442624,2384,News,Resolved
CR02380,01-09-2024,Kerala,Kozhikode,Online Fraud,High,E-commerce,1862981,49250,News,Investigating
CR02381,27-03-2025,Mizoram,Aizawl,Ransomware,Medium,Education,1845928,42484,User Report,Open
CR02382,26-10-2025,Arunachal Pradesh,Naharlagun,Identity Theft,Critical,Government,1298680,37588,Organization,Investigating
CR02383,09-05-2024,Uttarakhand,Haridwar,DDoS,High,Healthcare,3470383,49664,Organization,Investigating
CR02384,06-07-2026,Tripura,Agartala,Malware,Medium,IT,1150819,37778,Organization,Open
CR02385,04-05-2025,Arunachal Pradesh,Itanagar,Ransomware,Medium,IT,3604963,23684,Organization,Resolved
CR02386,26-05-2024,Maharashtra,Nashik,Ransomware,Low,Government,384699,19306,Organization,Open
CR02387,05-04-2026,Lakshadweep,Kavaratti,Ransomware,Critical,Education,454824,44986,Organization,Open
CR02388,17-09-2025,Rajasthan,Jaipur,Data Breach,Low,Government,2013101,23833,CERT-In,Investigating
CR02389,16-11-2024,Jammu and Kashmir,Srinagar,Phishing,Medium,Personal,2915630,4405,Organization,Investigating
CR02390,07-05-2024,Andhra Pradesh,Guntur,Phishing,Medium,Education,1591440,22688,CERT-In,Investigating
CR02391,23-07-2026,Telangana,Hyderabad,Identity Theft,High,Government,1786110,28791,Organization,Open
CR02392,04-04-2026,Madhya Pradesh,Bhopal,Identity Theft,High,E-commerce,2111963,35531,News,Open
CR02393,21-02-2024,Telangana,Warangal,Malware,Medium,Corporate,473198,40067,Organization,Investigating
CR02394,23-03-2026,Andaman and Nicobar Islands,Port Blair,Identity Theft,Low,Healthcare,1298916,45979,User Report,Resolved
CR02395,15-02-2026,Himachal Pradesh,Shimla,Ransomware,Critical,Government,3141316,17625,CERT-In,Open
CR02396,19-05-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Data Breach,Low,Healthcare,3494094,39739,User Report,Investigating
CR02397,12-01-2026,Tamil Nadu,Coimbatore,Identity Theft,Critical,Healthcare,4358154,6450,News,Resolved
CR02398,16-11-2024,Goa,Margao,Data Breach,High,Government,2332933,2052,CERT-In,Open
CR02399,02-09-2025,Assam,Dibrugarh,Identity Theft,High,IT,742654,38105,CERT-In,Open
CR02400,29-09-2025,Himachal Pradesh,Dharamshala,Malware,Medium,Healthcare,3311185,33296,User Report,Investigating
CR02401,25-10-2025,Telangana,Warangal,Identity Theft,High,IT,2017090,45475,User Report,Resolved
CR02402,25-03-2025,Tamil Nadu,Madurai,DDoS,Critical,Healthcare,1762969,16031,CERT-In,Open
CR02403,13-06-2026,Maharashtra,Nashik,Malware,High,Personal,2507906,6674,News,Investigating
CR02404,14-10-2024,Mizoram,Aizawl,Ransomware,Medium,Government,2780166,49058,User Report,Open
CR02405,12-04-2026,West Bengal,Kolkata,DDoS,Critical,Banking,772506,15714,Organization,Resolved
CR02406,27-06-2026,Ladakh,Leh,Ransomware,Medium,IT,4366748,41903,User Report,Resolved
CR02407,08-07-2024,Kerala,Kochi,Online Fraud,Low,Corporate,2354991,24003,News,Resolved
CR02408,08-04-2026,Karnataka,Mangaluru,Phishing,Critical,Corporate,272832,33063,Organization,Open
CR02409,26-10-2025,Uttarakhand,Dehradun,Phishing,High,Corporate,3049329,27153,Organization,Investigating
CR02410,23-12-2025,Tamil Nadu,Madurai,DDoS,Critical,E-commerce,187089,34879,CERT-In,Open
CR02411,08-09-2025,Himachal Pradesh,Dharamshala,Phishing,Low,Corporate,3662851,26812,CERT-In,Open
CR02412,05-03-2024,Kerala,Thiruvananthapuram,Ransomware,Medium,IT,4586748,38184,User Report,Resolved
CR02413,17-10-2025,Manipur,Imphal,Online Fraud,High,Banking,1600816,28381,CERT-In,Resolved
CR02414,06-07-2025,Ladakh,Leh,Data Breach,High,Education,3579410,45749,User Report,Investigating
CR02415,01-06-2026,Ladakh,Leh,Ransomware,Medium,Personal,796469,48405,Organization,Resolved
CR02416,21-12-2024,Karnataka,Mangaluru,Ransomware,High,E-commerce,975096,28622,User Report,Open
CR02417,08-11-2025,Sikkim,Gangtok,Identity Theft,High,Healthcare,4397231,13003,Organization,Investigating
CR02418,05-09-2024,West Bengal,Durgapur,Identity Theft,Low,Government,4268764,29716,Organization,Open
CR02419,05-05-2025,Uttar Pradesh,Kanpur,Online Fraud,Low,Banking,4713930,16478,CERT-In,Open
CR02420,07-11-2024,Sikkim,Gangtok,Phishing,Medium,Personal,1039239,31017,Organization,Resolved
CR02421,23-09-2025,Nagaland,Kohima,Data Breach,High,Personal,2936893,28966,News,Resolved
CR02422,17-10-2024,Meghalaya,Shillong,Malware,Medium,Healthcare,1230679,9550,News,Investigating
CR02423,11-11-2024,Nagaland,Kohima,Data Breach,Medium,E-commerce,1785905,35763,User Report,Investigating
CR02424,01-04-2025,Andhra Pradesh,Guntur,Data Breach,High,Education,3099643,4686,User Report,Resolved
CR02425,24-05-2025,Delhi,New Delhi,Malware,Medium,Corporate,2751752,12191,User Report,Open
CR02426,03-12-2025,Tripura,Agartala,Online Fraud,Medium,Government,506968,19224,News,Investigating
CR02427,06-02-2025,Haryana,Gurugram,Ransomware,Low,Corporate,3419882,31586,User Report,Resolved
CR02428,17-01-2026,Gujarat,Surat,Online Fraud,Medium,Banking,2756423,6479,News,Investigating
CR02429,01-07-2026,Dadra and Nagar Haveli and Daman and Diu,Daman,DDoS,High,IT,3188516,44716,CERT-In,Open
CR02430,28-03-2024,Arunachal Pradesh,Naharlagun,Identity Theft,Critical,Corporate,1104507,10632,Organization,Open
CR02431,04-07-2024,Chhattisgarh,Raipur,Phishing,Low,IT,2135191,43467,Organization,Investigating
CR02432,18-06-2025,Chhattisgarh,Raipur,Identity Theft,Critical,Corporate,323007,39882,News,Open
CR02433,26-07-2024,Madhya Pradesh,Gwalior,Ransomware,Critical,Government,586249,27340,News,Open
CR02434,08-04-2026,Mizoram,Aizawl,Phishing,Critical,Corporate,3280252,49779,User Report,Investigating
CR02435,16-03-2025,Chhattisgarh,Bilaspur,DDoS,Low,Education,4633373,471,Organization,Investigating
CR02436,27-10-2024,Puducherry,Puducherry,DDoS,Medium,Education,4848296,10876,News,Open
CR02437,12-01-2025,Maharashtra,Pune,Ransomware,Medium,Banking,541696,41400,CERT-In,Open
CR02438,17-02-2025,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Phishing,Critical,Healthcare,3834302,14806,User Report,Investigating
CR02439,15-08-2025,Sikkim,Gangtok,DDoS,Low,Banking,3854906,16143,Organization,Open
CR02440,16-06-2025,Haryana,Panipat,Online Fraud,Medium,Corporate,2270798,33011,News,Open
CR02441,25-04-2026,Kerala,Kozhikode,Data Breach,High,IT,1022232,40809,CERT-In,Resolved
CR02442,06-05-2025,Haryana,Faridabad,DDoS,Medium,Personal,2282858,38562,News,Open
CR02443,25-11-2024,Uttar Pradesh,Lucknow,Identity Theft,High,Banking,484903,48997,CERT-In,Resolved
CR02444,18-12-2025,Telangana,Warangal,Online Fraud,Low,Personal,1074318,16489,User Report,Resolved
CR02445,24-01-2024,Himachal Pradesh,Dharamshala,DDoS,Medium,Personal,2066686,21127,CERT-In,Investigating
CR02446,05-05-2025,Meghalaya,Shillong,Malware,Critical,Education,3549398,27537,CERT-In,Resolved
CR02447,25-06-2026,Nagaland,Kohima,Identity Theft,Low,Government,3014949,45339,Organization,Resolved
CR02448,18-09-2024,Manipur,Imphal,Data Breach,Medium,Government,4228759,43472,Organization,Resolved
CR02449,05-03-2024,West Bengal,Durgapur,DDoS,Medium,Corporate,854318,40081,News,Resolved
CR02450,08-01-2024,Uttar Pradesh,Varanasi,Phishing,High,Banking,3166868,12726,Organization,Investigating
CR02451,03-04-2024,Gujarat,Surat,Identity Theft,Low,Education,2550232,28023,CERT-In,Resolved
CR02452,14-10-2024,Karnataka,Mangaluru,Ransomware,Low,IT,3967058,12771,Organization,Open
CR02453,17-03-2026,Bihar,Muzaffarpur,Online Fraud,Critical,Banking,146292,37406,News,Resolved
CR02454,02-02-2025,Kerala,Kozhikode,Phishing,Low,Healthcare,3729767,31609,News,Open
CR02455,01-09-2025,Odisha,Cuttack,Online Fraud,Low,Healthcare,2630407,43453,CERT-In,Investigating
CR02456,17-10-2024,Haryana,Faridabad,Ransomware,High,Education,1846646,43417,News,Resolved
CR02457,11-09-2025,Delhi,New Delhi,DDoS,Low,Government,4166920,28187,Organization,Investigating
CR02458,25-02-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Identity Theft,High,Education,2489088,14198,Organization,Open
CR02459,28-02-2025,Manipur,Imphal,Online Fraud,Critical,Government,3246411,38570,Organization,Resolved
CR02460,03-05-2025,Meghalaya,Shillong,Data Breach,High,IT,4934190,45737,Organization,Investigating
CR02461,09-07-2025,Puducherry,Puducherry,Online Fraud,Low,Banking,891712,27662,CERT-In,Open
CR02462,14-09-2025,West Bengal,Durgapur,Phishing,High,Government,2000011,4261,News,Open
CR02463,24-07-2025,Sikkim,Gangtok,Ransomware,Low,E-commerce,3248859,1570,CERT-In,Resolved
CR02464,27-01-2026,Assam,Dibrugarh,DDoS,Medium,Personal,2156905,49943,News,Open
CR02465,05-11-2024,Kerala,Thiruvananthapuram,Online Fraud,High,Government,431370,48949,User Report,Open
CR02466,18-03-2025,Madhya Pradesh,Indore,Identity Theft,High,Education,4278521,40852,CERT-In,Investigating
CR02467,20-04-2024,Rajasthan,Udaipur,Ransomware,Critical,Personal,1774558,3435,CERT-In,Investigating
CR02468,28-04-2024,Maharashtra,Nashik,DDoS,Critical,Corporate,3966455,24581,CERT-In,Open
CR02469,10-01-2026,Odisha,Cuttack,Phishing,Medium,Corporate,2510777,22135,Organization,Investigating
CR02470,27-09-2024,Manipur,Imphal,DDoS,High,Healthcare,1811888,23594,Organization,Investigating
CR02471,24-06-2025,Jharkhand,Jamshedpur,Ransomware,Medium,Healthcare,916147,6443,User Report,Investigating
CR02472,08-06-2026,Tamil Nadu,Coimbatore,Phishing,Critical,IT,1959355,13813,User Report,Investigating
CR02473,16-08-2025,Ladakh,Leh,Data Breach,Low,E-commerce,3091311,20914,User Report,Resolved
CR02474,25-01-2025,Mizoram,Aizawl,Online Fraud,Critical,Government,4032647,13212,Organization,Open
CR02475,31-10-2025,Odisha,Bhubaneswar,Identity Theft,Low,Government,2083787,38701,Organization,Investigating
CR02476,23-06-2025,Nagaland,Dimapur,Data Breach,Low,Corporate,2477511,44860,CERT-In,Resolved
CR02477,20-04-2025,Haryana,Panipat,Phishing,Medium,Banking,4733513,41440,News,Investigating
CR02478,05-12-2025,Lakshadweep,Kavaratti,Identity Theft,High,Education,1104449,21426,News,Open
CR02479,16-04-2026,Puducherry,Puducherry,Phishing,Medium,Education,2082525,32205,News,Open
CR02480,14-01-2024,Arunachal Pradesh,Itanagar,Identity Theft,Critical,Banking,3795318,11294,Organization,Resolved
CR02481,11-02-2026,Odisha,Cuttack,Online Fraud,Critical,IT,2870196,4906,News,Open
CR02482,26-09-2025,Ladakh,Leh,Ransomware,High,Healthcare,2963373,34363,CERT-In,Resolved
CR02483,29-09-2025,Madhya Pradesh,Gwalior,Phishing,Medium,Government,3558044,16572,Organization,Investigating
CR02484,30-05-2026,Jharkhand,Jamshedpur,DDoS,Low,Education,1834013,1392,User Report,Open
CR02485,27-02-2026,Nagaland,Kohima,Ransomware,High,Healthcare,952213,38991,News,Resolved
CR02486,06-06-2026,Jharkhand,Ranchi,Online Fraud,Low,Personal,4890306,31389,Organization,Resolved
CR02487,18-04-2026,Tamil Nadu,Chennai,DDoS,Critical,Personal,3496063,45005,CERT-In,Open
CR02488,09-06-2026,Karnataka,Mysuru,Phishing,High,IT,1947606,47526,Organization,Investigating
CR02489,17-09-2024,West Bengal,Durgapur,Malware,Low,Personal,31387,47783,CERT-In,Resolved
CR02490,02-05-2025,Punjab,Chandigarh,Online Fraud,Critical,Government,2387445,46651,News,Resolved
CR02491,03-02-2026,Puducherry,Puducherry,Identity Theft,Low,Personal,3135470,30533,User Report,Investigating
CR02492,01-05-2025,Chandigarh,Chandigarh,Identity Theft,High,Education,4780074,2126,User Report,Investigating
CR02493,18-12-2025,Jharkhand,Ranchi,Online Fraud,Low,Corporate,807417,30804,User Report,Investigating
CR02494,10-06-2025,Mizoram,Aizawl,Malware,Medium,Banking,2416513,45243,User Report,Investigating
CR02495,13-08-2024,West Bengal,Durgapur,Phishing,Low,Personal,4790476,9882,CERT-In,Investigating
CR02496,07-09-2024,Mizoram,Aizawl,DDoS,Low,Government,668519,15103,CERT-In,Investigating
CR02497,20-01-2025,Lakshadweep,Kavaratti,Online Fraud,High,Healthcare,1733222,20673,News,Open
CR02498,17-05-2024,Assam,Silchar,Online Fraud,Medium,Personal,2692806,6694,Organization,Open
CR02499,26-03-2025,West Bengal,Kolkata,Ransomware,Medium,E-commerce,3882021,26978,News,Open
CR02500,13-06-2026,Ladakh,Leh,Online Fraud,Critical,E-commerce,862413,24219,News,Open
CR02501,26-08-2025,Chhattisgarh,Bilaspur,Phishing,Critical,Corporate,661603,44498,News,Investigating
CR02502,13-06-2024,Tripura,Agartala,Online Fraud,High,Banking,3320822,36932,News,Resolved
CR02503,01-08-2024,Andaman and Nicobar Islands,Port Blair,Ransomware,Medium,Banking,407492,48707,News,Investigating
CR02504,31-07-2024,Dadra and Nagar Haveli and Daman and Diu,Silvassa,DDoS,High,Government,4011035,47440,CERT-In,Investigating
CR02505,17-05-2026,Punjab,Chandigarh,Phishing,Low,Banking,213505,21817,News,Investigating
CR02506,12-04-2026,Assam,Guwahati,Online Fraud,Low,Corporate,1191483,22343,CERT-In,Resolved
CR02507,10-04-2024,Andaman and Nicobar Islands,Port Blair,Identity Theft,Medium,Government,1212849,43833,News,Open
CR02508,18-09-2024,Nagaland,Dimapur,Malware,Low,Education,596399,21281,CERT-In,Open
